_id,transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name
13288,2024-04-15,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,6,6,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,522
13289,2024-04-15,00,1,OTOYOL,KADIKOY-ALEMDAG,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,14A
13290,2024-04-15,00,1,OTOYOL,SILIVRI-AVCILAR,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,303A
13291,2024-04-15,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,522
13292,2024-04-15,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,3,3,TAM,Tam Abonman,BAKIRKOY,12A
13293,2024-04-15,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Normal,3,2,TAM,Tam Kontur,BAKIRKOY,KM24
13294,2024-04-15,00,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - YENIKAPI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,31
13295,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI. - SISLI,Normal,1,1,TAM,Tam Abonman,SARIYER,49G
13296,2024-04-15,00,2,RAYLI,YENIKAPI - HACIOSMAN,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,FATIH,M2
13297,2024-04-15,00,1,OTOYOL,GIYIMKENT-TURGUT REIS-BAKIRKOY,Normal,3,3,TAM,Tam Kontur,KUCUKCEKMECE,98G
13298,2024-04-15,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,4,3,TAM,Tam Kontur,BEYOGLU,M2
13299,2024-04-15,00,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Normal,2,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,30M
13300,2024-04-15,00,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,MALTEPE,M4
13301,2024-04-15,00,1,OTOYOL,SULTANBEYLI - KADIKOY,Normal,1,1,TAM,Tam Abonman,ATASEHIR,18D
13302,2024-04-15,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Normal,4,4,UCRETSIZ,Ucretsiz,BAKIRKOY,13
13303,2024-04-15,00,1,OTOYOL,USKUDAR-GUZELTEPE-UMRANIYE DEVLET HASTANESI,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,15B
13304,2024-04-15,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Aktarma,1,1,TAM,Tam Aktarma,ATASEHIR,11ÃœS
13305,2024-04-15,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,1,1,INDIRIMLI1,Tam Kontur,PENDIK,19S
13306,2024-04-15,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,93T
13307,2024-04-15,00,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - YENIKAPI,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,31
13308,2024-04-15,00,1,OTOYOL,YENIDOGAN-TOPKAPI KALEICI,Normal,6,6,TAM,Tam Kontur,BAKIRKOY,522B
13309,2024-04-15,00,1,OTOYOL,ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,Normal,5,4,TAM,Tam Kontur,BAKIRKOY,14B
13310,2024-04-15,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Aktarma,4,4,TAM,Tam Aktarma,BAKIRKOY,19S
13311,2024-04-15,00,1,OTOYOL,GUNESLI-MECIDIYEKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,97M
13312,2024-04-15,00,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,98
13313,2024-04-15,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,5,5,UCRETSIZ,Ucretsiz,BAKIRKOY,97
13314,2024-04-15,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,146T
13315,2024-04-15,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,28,25,TAM,Tam Kontur,BAKIRKOY,11ÃœS
13316,2024-04-15,00,2,RAYLI,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KAGITHANE,TCDD-GH
13317,2024-04-15,00,1,OTOYOL,SABIHA GOKCEN HAVALIMANI - KADIKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,SG-1
13318,2024-04-15,00,1,OTOYOL,MESCIDI SELAM-ARNAVUTKOY-ISTANBUL HAVA LIMANI,Normal,1,1,INDIRIMLI1,Tam Kontur,ATASEHIR,H-6
13319,2024-04-15,00,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,KADIKOY,M4
13320,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,3,3,INDIRIMLI1,Indirimli Abonman,AVCILAR,34
13321,2024-04-15,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,TAM,Tam Abonman,ZEYTINBURNU,T1
13322,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,34
13323,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,38B
13324,2024-04-15,00,1,OTOYOL,CEBECI - TAKSIM,Aktarma,3,3,TAM,Tam Aktarma,ATASEHIR,36T
13325,2024-04-15,00,1,OTOYOL,SULTANBEYLI - KADIKOY,Normal,1,1,UCRETSIZ,Ucretsiz,ATASEHIR,18D
13326,2024-04-15,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Aktarma,4,4,TAM,Tam Aktarma,BAKIRKOY,146
13327,2024-04-15,00,1,OTOYOL,MIMARSINAN â€“ I.U.AVCILAR KAMPUSU,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,448
13328,2024-04-15,00,1,OTOYOL,CEBECI PERONLAR - SISLI,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,49
13329,2024-04-15,00,1,OTOYOL,KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,Normal,5,5,TAM,Tam Kontur,BAKIRKOY,E-10
13330,2024-04-15,00,1,OTOYOL,ATESTUGLA - MECIDIYEKOY,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,92Åž
13331,2024-04-15,00,1,OTOYOL,HALKALI EGT.ARS.HAST - BAKIRKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,98S
13332,2024-04-15,00,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Normal,7,7,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,30A
13333,2024-04-15,00,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Normal,8,8,TAM,Tam Kontur,BAKIRKOY,98
13334,2024-04-15,00,1,OTOYOL,ISTINYE DEREICI-TAKSIM,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,40T
13335,2024-04-15,00,1,OTOYOL,CIRCIR METRO - EMINONU,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,50P
13336,2024-04-15,00,1,OTOYOL,KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,Normal,3,2,INDIRIMLI2,Tam Kontur,BAKIRKOY,E-10
13337,2024-04-15,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Aktarma,2,2,INDIRIMLI1,Tam Aktarma,KUCUKCEKMECE,146T
13338,2024-04-15,00,1,OTOYOL,SAHINTEPE-OLIMPIYATKOY METRO,Aktarma,3,3,TAM,Tam Aktarma,KUCUKCEKMECE,MK13
13339,2024-04-15,00,1,OTOYOL,KADIKOY-ALEMDAG,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,14A
13340,2024-04-15,00,1,OTOYOL,SULTANBEYLI M.SINAN-SAMANDIRA-USKUDAR,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,320A
13341,2024-04-15,00,1,OTOYOL,KADIKOY-PENDIK,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,KARTAL,17
13342,2024-04-15,00,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,USKUDAR,M5
13343,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,34
13344,2024-04-15,00,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,7,7,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,559C
13345,2024-04-15,00,1,OTOYOL,BASAKSEHIR METROKENT - BAKIRKOY,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,98H
13346,2024-04-15,00,1,OTOYOL,KADIKOY-KAYISDAGI,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,319
13347,2024-04-15,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,93T
13348,2024-04-15,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,4,4,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,93T
13349,2024-04-15,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Aktarma,3,3,INDIRIMLI1,Tam Aktarma,BAKIRKOY,19EK
13350,2024-04-15,00,1,OTOYOL,SILIVRI-AVCILAR,Normal,6,6,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,303A
13351,2024-04-15,00,1,OTOYOL,HALKALI ISTASYON - EMINONU,Normal,28,24,TAM,Tam Kontur,BAKIRKOY,BN1
13352,2024-04-15,00,1,OTOYOL,ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,14B
13353,2024-04-15,00,1,OTOYOL,ATESTUGLA - MECIDIYEKOY,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,92Åž
13354,2024-04-15,00,1,OTOYOL,TASOLUK PERONLAR- TEKSTILKENT METRO,Normal,3,3,TAM,Tam Kontur,EYUPSULTAN,336G
13355,2024-04-15,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Normal,4,4,TAM,Tam Abonman,BAKIRKOY,36L
13356,2024-04-15,00,1,OTOYOL,SULTANBEYLI - KADIKOY,Normal,2,2,TAM,Tam Kontur,ATASEHIR,18D
13357,2024-04-15,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,429A
13358,2024-04-15,00,1,OTOYOL,SULTANBEYLI(GOLET)- KADIKOY,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,18K
13359,2024-04-15,00,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - YENIKAPI,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,31
13360,2024-04-15,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,5,5,TAM,Tam Abonman,BAKIRKOY,429A
13361,2024-04-15,00,1,OTOYOL,MIMARSINAN â€“ I.U.AVCILAR KAMPUSU,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,448
13362,2024-04-15,00,1,OTOYOL,ISTINYE DEREICI-TAKSIM,Normal,13,13,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,40T
13363,2024-04-15,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,12,12,TAM,Tam Kontur,BAKIRKOY,97
13364,2024-04-15,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BEYOGLU,M2
13365,2024-04-15,00,1,OTOYOL,KADIKOY-SIFA MAHALLESI,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,130Åž
13366,2024-04-15,00,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,TAM,Tam Kontur,USKUDAR,M5
13367,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI. - SISLI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SARIYER,49G
13368,2024-04-15,00,1,OTOYOL,ARNAVUTKOY-EMINONU,Aktarma,1,1,TAM,Tam Aktarma,FATIH,336
13369,2024-04-15,00,1,OTOYOL,SULTANBEYLI M.SINAN-SAMANDIRA-USKUDAR,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,320A
13370,2024-04-15,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Abonman,BEYOGLU,M2
13371,2024-04-15,00,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Aktarma,5,5,TAM,Tam Aktarma,BAKIRKOY,29D
13372,2024-04-15,00,1,OTOYOL,TUZLA-TOPKAPI,Aktarma,3,3,INDIRIMLI1,Tam Aktarma,BAKIRKOY,500T
13373,2024-04-15,00,1,OTOYOL,KADIKOY-YENIDOGAN,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,14
13374,2024-04-15,00,1,OTOYOL,TASOLUK PERONLAR- TEKSTILKENT METRO,Normal,1,1,UCRETSIZ,Ucretsiz,EYUPSULTAN,336G
13375,2024-04-15,00,2,RAYLI,GAYRETTEPE-ISTANBUL YENI HAVALIMA,Normal,1,1,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,TCDD-GH
13376,2024-04-15,00,2,RAYLI,KABATAS-MAHMUTBEY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,,M7
13377,2024-04-15,00,2,RAYLI,KADIKOY-KARTAL,Normal,2,2,INDIRIMLI1,Indirimli Kontur,PENDIK,M4
13378,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,AVCILAR,34
13379,2024-04-15,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Normal,3,3,TAM,Tam Kontur,ATASEHIR,11ÃœS
13380,2024-04-15,00,1,OTOYOL,HADIMKOY- I.U AVCILAR KAMPUS,Normal,2,1,UCRETSIZ,Ucretsiz,BAKIRKOY,418
13381,2024-04-15,00,1,OTOYOL,HACI OSMAN METRO -  RUMELI FENERI,Normal,5,5,INDIRIMLI1,Indirimli Abonman,ATASEHIR,150
13382,2024-04-15,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,4,4,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,19S
13383,2024-04-15,00,1,OTOYOL,TASOLUK PERONLAR- TEKSTILKENT METRO,Normal,5,5,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,336G
13384,2024-04-15,00,1,OTOYOL,CEBECI - TAKSIM,Normal,5,5,TAM,Tam Kontur,KARTAL,36T
13385,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,38B
13386,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Normal,1,1,UCRETSIZ,Tam Kontur,BAKIRKOY,38B
13387,2024-04-15,00,1,OTOYOL,HALKALI ISTASYON - EMINONU,Normal,12,12,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,BN1
13388,2024-04-15,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,4,4,INDIRIMLI1,Indirimli Abonman,SISLI,M2
13389,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BESIKTAS,34
13390,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,7,7,INDIRIMLI1,Indirimli Abonman,BESIKTAS,34
13391,2024-04-15,00,1,OTOYOL,USKUDAR-BEYKOZ,Normal,4,4,TAM,Tam Kontur,BAKIRKOY,15
13392,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Tam Kontur,BEYLIKDUZU,34
13393,2024-04-15,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,13
13394,2024-04-15,00,1,OTOYOL,KARTAL-VEYSELKARANI MAH,Normal,6,5,TAM,Tam Kontur,BAKIRKOY,132P
13395,2024-04-15,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,5,5,TAM,Tam Kontur,BAKIRKOY,522
13396,2024-04-15,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,ZEYTINBURNU,T4
13397,2024-04-15,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,2,2,TAM,Tam Kontur,USKUDAR,34A
13398,2024-04-15,00,1,OTOYOL,KADIKOY-YENIDOGAN,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,14
13399,2024-04-15,00,1,OTOYOL,BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,Normal,5,5,TAM,Tam Kontur,KUCUKCEKMECE,89C
13400,2024-04-15,00,2,RAYLI,EMINONU-ALIBEYKOY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,FATIH,T5
13401,2024-04-15,00,1,OTOYOL,YENIBOSNAMETRO-TAKSIM,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,73
13402,2024-04-15,00,2,RAYLI,KADIKOY-KARTAL,Normal,2,2,INDIRIMLI1,Tam Kontur,PENDIK,M4
13403,2024-04-15,00,1,OTOYOL,CEBECI PERONLAR - SISLI,Aktarma,1,1,INDIRIMLI2,Indirimli Tip 2 Aktarma,BAKIRKOY,49
13404,2024-04-15,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,2,2,INDIRIMLI1,Indirimli Abonman,FATIH,M2
13405,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAHCELIEVLER,34
13406,2024-04-15,00,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,TAM,Tam Kontur,KADIKOY,M4
13407,2024-04-15,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,97
13408,2024-04-15,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,10,10,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,500T
13409,2024-04-15,00,1,OTOYOL,BAHCESEHIRI / ESENKENT - TAKSIM,Normal,26,26,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,76D
13410,2024-04-15,00,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,336E
13411,2024-04-15,00,1,OTOYOL,KADIKOY-YENIDOGAN,Normal,7,7,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,14
13412,2024-04-15,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,500T
13413,2024-04-15,00,1,OTOYOL,BAHCESEHIRI / ESENKENT - TAKSIM,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,76D
13414,2024-04-15,00,1,OTOYOL,KADIKOY-PENDIK,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,16D
13415,2024-04-15,00,2,RAYLI,TOPKAPI-HABIBLER,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,ZEYTINBURNU,T4
13416,2024-04-15,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,12A
13417,2024-04-15,00,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,336E
13418,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SISLI,34
13419,2024-04-15,00,1,OTOYOL,BASAKSEHIR METROKENT - BAKIRKOY,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,98H
13420,2024-04-15,00,1,OTOYOL,SABIHA GOKCEN HAVALIMANI - KADIKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,SG-1
13421,2024-04-15,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,522
13422,2024-04-15,00,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,USKUDAR,M5
13423,2024-04-15,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,8,8,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,19S
13424,2024-04-15,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Normal,12,12,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,36L
13425,2024-04-15,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,97
13426,2024-04-15,00,1,OTOYOL,KADIKOY-KAYISDAGI MAHALLESI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,19
13427,2024-04-15,00,1,OTOYOL,USKUDAR-YENI MAHALLE,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,15Y
13428,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI. - SISLI,Normal,1,1,TAM,Tam Kontur,SARIYER,49G
13429,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,AVCILAR,34
13430,2024-04-15,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,12A
13431,2024-04-15,00,1,OTOYOL,BOGAZKOY MAH.- AVCILAR METROBUS,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,142
13432,2024-04-15,00,1,OTOYOL,KADIKOY-ESENSEHIR,Normal,19,19,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,14ES
13433,2024-04-15,00,1,OTOYOL,SULTANBEYLI-MECIDIYEKOY,Normal,1,1,TAM,Tam Abonman,PENDIK,522ST
13434,2024-04-15,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,36L
13435,2024-04-15,00,1,OTOYOL,ORTAKOY-DEREBOYU- TAKSIM,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,DT1
13436,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Aktarma,1,1,UCRETSIZ,Tam Aktarma,BAKIRKOY,38B
13437,2024-04-15,00,1,OTOYOL,KADIKOY-SIFA MAHALLESI,Normal,1,1,PERSONEL,Tam Kontur,BAKIRKOY,130Åž
13438,2024-04-15,00,1,OTOYOL,CEBECI - TAKSIM,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,ATASEHIR,36T
13439,2024-04-15,00,1,OTOYOL,ORTAKOY-DEREBOYU- TAKSIM,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,DT1
13440,2024-04-15,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Normal,6,6,TAM,Tam Abonman,BAKIRKOY,13
13441,2024-04-15,00,1,OTOYOL,SEYRANTEPE - TOPKAPI,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,41ST
13442,2024-04-15,00,1,OTOYOL,ALTUNIZADE-SULTANBEYLI,Aktarma,8,8,TAM,Tam Aktarma,BAKIRKOY,11ÃœS
13443,2024-04-15,00,1,OTOYOL,KADIKOY-SIFA MAHALLESI,Normal,11,11,TAM,Tam Kontur,BAKIRKOY,130Åž
13444,2024-04-15,00,1,OTOYOL,HADIMKOY- I.U AVCILAR KAMPUS,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,418
13445,2024-04-15,00,1,OTOYOL,CEBECI - TAKSIM,Normal,2,2,INDIRIMLI1,Indirimli Kontur,KARTAL,36T
13446,2024-04-15,00,1,OTOYOL,CEBECI - TAKSIM,Normal,2,2,INDIRIMLI1,Tam Kontur,ATASEHIR,36T
13447,2024-04-15,00,1,OTOYOL,BAHCEKOY-TAKSIM,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,42T
13448,2024-04-15,00,2,RAYLI,KABATAS-MAHMUTBEY,Normal,3,3,TAM,Tam Kontur,,M7
13449,2024-04-15,00,2,RAYLI,YENIKAPI - HACIOSMAN,Normal,1,1,TAM,Tam Kontur,SISLI,M2
13450,2024-04-15,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,522
13451,2024-04-15,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Kontur,KAGITHANE,34
13452,2024-04-15,00,1,OTOYOL,SULTANBEYLI M.SINAN-SAMANDIRA-USKUDAR,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,320A
13453,2024-04-15,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,UCRETSIZ,Ucretsiz,EYUPSULTAN,T4
13454,2024-04-15,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,2,2,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,T4
13455,2024-04-15,00,1,OTOYOL,KARTAL-VEYSELKARANI MAH,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,132P
13456,2024-04-15,00,1,OTOYOL,ISTINYE DEREICI-TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,40T
13457,2024-04-15,00,1,OTOYOL,KADIKOY-YENIDOGAN,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,14
13458,2024-04-15,00,1,OTOYOL,USKUDAR-KIRAZLITEPE-FERAH MAH.,Normal,5,5,INDIRIMLI1,Indirimli Abonman,SANCAKTEPE,15C
13459,2024-04-15,00,2,RAYLI,YENIKAPI - HAVALIMANI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,FATIH,M1
13460,2024-04-15,00,1,OTOYOL,S.GOKCEN H.LIMANI-YENISEHIR-KOZYATAGI,Normal,3,3,INDIRIMLI1,Indirimli Abonman,ATASEHIR,16S
13461,2024-04-15,00,1,OTOYOL,CIRCIR METRO - EMINONU,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,50P
13462,2024-04-15,00,1,OTOYOL,HACI OSMAN METRO -  RUMELI FENERI,Normal,4,4,INDIRIMLI1,Indirimli Kontur,ATASEHIR,150
13463,2024-04-15,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Aktarma,4,4,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,38B
13464,2024-04-15,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,19S
